name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Asociación Paraguaya de Agencias de Publicidad - APAP,marketing_agencies,technology-digital,P96V+8C6,"P96V+8C6, Cap. Victor Manuel Brizuela, Asunción 001208, Paraguay",-25.289218899999998,-57.606498099999996,+595 21 207 757,http://www.apap.org.py/,4.6,5,True,Corporate office
RB Industry Advertising S.A.,marketing_agencies,technology-digital,RGJ9+JVP,"RGJ9+JVP, Limpio 110816, Paraguay",-25.1684223,-57.480308699999995,+595 21 782 449,http://www.rbpublicidad.com.py/,4.1,42,True,Advertising agency
Tilleria Publicidad,marketing_agencies,technology-digital,Av. República Argentina 2679,"Av. República Argentina 2679, Asunción 001425, Paraguay",-25.3202933,-57.5927644,,http://www.facebook.com/tilleriapublicitaria,4.7,30,True,Advertising agency
"Diseñate Paraguay ""Actividad Creativa""",marketing_agencies,technology-digital,Bertoni 460 e/ Dr. Bestrad y Gómez de Castro,"Bertoni 460 e/ Dr. Bestrad y Gómez de Castro, Asunción, Paraguay",-25.287756599999998,-57.5853269,+595 992 810115,,4.9,12,False,Advertising agency
Creativo Publicitaria,marketing_agencies,technology-digital,Tte. Garay Nº 1649 casi,"Tte. Garay Nº 1649 casi, Av Pozo Favorito, Asunción 1649, Paraguay",-25.3093778,-57.627522,+595 981 651161,https://www.creativopublicitaria.com/,4.5,25,True,Advertising agency
JOP Industria Publicitaria,marketing_agencies,technology-digital,Mandeyupecua 187,"Mandeyupecua 187, Asunción 001509, Paraguay",-25.251440199999998,-57.5527618,+595 21 299 766,,4.6,25,False,Advertising agency
Kausa Central Creativa (Havas Worldwide),marketing_agencies,technology-digital,25 de Mayo,"25 de Mayo, Asunción 001220, Paraguay",-25.2897683,-57.6230925,+595 21 232 070,http://www.kausa.com.py/,4.5,34,True,Advertising agency
Martinez Publicidad,marketing_agencies,technology-digital,Victor Idoyaga,"Victor Idoyaga, Asunción 001421, Paraguay",-25.308529,-57.590146999999995,+595 21 604 028,,4.8,15,False,Flag store
CA Publicidad,marketing_agencies,technology-digital,JC9M+HW7,"JC9M+HW7, Unnamed Road, Ñemby 111209, Paraguay",-25.3810763,-57.565208899999995,+595 981 743734,https://www.facebook.com/CAPublicidad/,5,7,True,Advertising agency
Identidad Publicidad,marketing_agencies,technology-digital,M4GP+WMM,"M4GP+WMM, Tte. A. Barboza, Encarnación 070112, Paraguay",-27.322671,-55.863321299999996,+595 995 366851,http://www.identidadpy.com/,4.7,40,True,Advertising agency
Creadores,marketing_agencies,technology-digital,M92J+JFJ,"M92J+JFJ, Lambaré 110722, Paraguay",-25.3484083,-57.6188466,+595 21 328 7099,http://www.creadores.com.py/,4.6,37,True,Advertising agency
IDT Paraguay - Instituto de Diseño y Tecnología,marketing_agencies,technology-digital,Avenida La Victoria &,"Avenida La Victoria &, Arasa, Asunción, Paraguay",-25.3242287,-57.580620599999996,+595 981 756650,http://www.idt.com.py/,4.7,121,True,Educational institution
Ivar Digital - Marketing Digital en Paraguay,marketing_agencies,technology-digital,,,-23.4472964,-58.4504387,,https://ivarwilliams.com/,4.9,10,True,Consultant
Arte Facto Digital 360,marketing_agencies,technology-digital,República de Colombia 916,"República de Colombia 916, Asunción 1119, Paraguay",-25.2936767,-57.631961999999994,+595 21 328 6000,https://www.artefactodigital.com.py/,5,13,True,Marketing agency
Arca Digital - Agencia de Marketing,marketing_agencies,technology-digital,Barrio Esquina Gaucha Santa Rita,"Barrio Esquina Gaucha Santa Rita, 7540, Paraguay",-25.799292899999998,-55.0672687,+595 981 751724,http://www.arca.com.py/,5,1,True,Marketing agency
Agencia SEO | SM Servicios Digitales,marketing_agencies,technology-digital,,,-25.5607898,-57.5102626,+595 971 880178,https://smserviciosdigitales.com/,5,24,True,Marketing agency
Big Boss agencia de marketing digital,marketing_agencies,technology-digital,Olegario Víctor Andrade 689,"Olegario Víctor Andrade 689, Asunción 1860, Paraguay",-25.2899627,-57.5844567,,https://bigboss.com.py/,5,10,True,Corporate office
Embrión Agencia Digital,marketing_agencies,technology-digital,Carr de López,"Carr de López, Lambaré 110729, Paraguay",-25.3604608,-57.6204646,+595 961 707403,http://www.embrion.com.py/,4.8,4,True,Marketing agency
Mister Co. - Agencia Digital,marketing_agencies,technology-digital,San Rafael,"San Rafael, Asunción 001528, Paraguay",-25.2776464,-57.5734541,+595 991 837183,,5,1,False,Advertising agency
ITCS S.A.,tech_companies,technology-digital,Sgto. José León Gauto 289,"Sgto. José León Gauto 289, Asunción 001206, Paraguay",-25.2816783,-57.5989885,+595 21 728 8222,https://www.itcs.com.py/,4.8,42,True,Computer support and services
Softec S.R.L.,tech_companies,technology-digital,Arquitecto Miguel Angel Alfaro 499,"Arquitecto Miguel Angel Alfaro 499, Asunción 1735, Paraguay",-25.262719,-57.564394,+595 974 504400,http://www.softec.com.py/,4.6,25,True,Software company
Zadock Technology,tech_companies,technology-digital,Antolin Irala 3190,"Antolin Irala 3190, Asunción 001405, Paraguay",-25.2975043,-57.5550727,+595 21 665 015,http://www.zadock.com/,4.7,59,True,Wholesaler
Opentech S.A. - Consultores en Innovación,tech_companies,technology-digital,Tte. 1ro. Roque Cabrera Haedo,"Tte. 1ro. Roque Cabrera Haedo, Asunción 1403, Paraguay",-25.2892618,-57.5476077,+595 21 328 5542,https://www.opentech.com.py/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2656665911910231468,4.7,27,True,Software company
CLT Centro Logístico de Tecnología SA,tech_companies,technology-digital,Gral. Bernardino Caballero,"Gral. Bernardino Caballero, Mariano Roque Alonso 111006, Paraguay",-25.201920299999998,-57.503663499999995,,http://clt.com.py/,5,14,True,Corporate office
Innova Technology Paraguay,tech_companies,technology-digital,Av. República Argentina 433,"Av. República Argentina 433, Asunción 1855, Paraguay",-25.29823,-57.578618199999994,+595 981 682448,https://www.innovatechnology.com.py/,5,10,True,Corporate office
Excelsis S.A,tech_companies,technology-digital,Edificio Ellis Office,"Edificio Ellis Office, Capitán Victor Manuel Brizuela esq, República Dominicana 650, Asunción 001208, Paraguay",-25.2897985,-57.6045087,+595 21 230 160,http://www.excelsis.com.py/,4.7,44,True,Software company
Onnix Tecnologia y Servicios S.A.,tech_companies,technology-digital,AVDA. MCAL. LOPEZ E/ TTE,"AVDA. MCAL. LOPEZ E/ TTE, Trifon Benitez Vera Y, Asunción 1408, Paraguay",-25.2971157,-57.5721991,+595 974 111000,https://www.onnix.com.py/,4.3,3,True,Software company
DATALAB | Soluciones Tecnológicas Corporativas,tech_companies,technology-digital,Av. Gral. José Gervasio Artigas 2180,"Av. Gral. José Gervasio Artigas 2180, Asunción 001203, Paraguay",-25.2691445,-57.600929,+595 21 209 126,,4.2,104,False,Software company
"SAN S.R.L. (Systems and Networks) - Dpto. Administrativo, Comercial, Desarrollo y Tecnología",tech_companies,technology-digital,Avda. España 2028 Avda. Brasilia Edificio Urano,"Avda. España 2028 Avda. Brasilia Edificio Urano, Piso 4°, Asunción, Paraguay",-25.288214,-57.6016919,+595 21 237 6769,https://www.san.com.py/,4.7,27,True,Computer support and services
UNICLOUD PARAGUAY,tech_companies,technology-digital,MCRV+7J8,"MCRV+7J8, Asunción 001418, Paraguay",-25.309345699999998,-57.555934799999996,+595 985 717566,,4.3,3,False,Software company
SIT - Seguridad Inteligencia y Tecnología,tech_companies,technology-digital,Av Primer Presidente 2126 casi Itaupua,"Av Primer Presidente 2126 casi Itaupua, Av. Primer Presidente 2128, Asunción 001521, Paraguay",-25.258244599999998,-57.567755899999995,+595 21 298 600,,4.2,567,False,Security service
Merit Paraguay S.A.,tech_companies,technology-digital,J. B. Rivarola Matto 5837,"J. B. Rivarola Matto 5837, Asunción 001420, Paraguay",-25.3100654,-57.5781564,+595 21 237 6908,https://merit.com.py/,4.6,30,True,Telecommunications service provider
GRUPO IT PARAGUAY,tech_companies,technology-digital,Dr. Agustin Goiburu N° 1891 entre Taruma y,"Dr. Agustin Goiburu N° 1891 entre Taruma y, Dr. Agustín Goiburu 1891, Asunción, Paraguay",-25.315668799999997,-57.593634099999996,+595 962 280341,http://www.grupoit.com.py/,4.4,7,True,Computer service
ALTEC S.A.,tech_companies,technology-digital,Antequera y Castro,"Antequera y Castro, San Lorenzo 111456, Paraguay",-25.3562691,-57.4978889,+595 992 290732,http://www.altecsa.com.py/,4.4,28,True,Engineering consultant
Precision TECH (Software Solutions),tech_companies,technology-digital,Iturbe 624,"Iturbe 624, Asunción 001101, Paraguay",-25.285694799999998,-57.6336005,+595 981 515762,http://www.tech-precision.com/,5,4,True,Software company
Innova S.A,tech_companies,technology-digital,Doctor Ernesto San Martin 543 casi Narciso Colman Lambaré,"Doctor Ernesto San Martin 543 casi Narciso Colman Lambaré, 2420, Paraguay",-25.348736499999998,-57.605153099999995,+595 21 901 218,,4.5,11,False,Software company
Iotech Innovación & Tecnología,tech_companies,technology-digital,Moisés Bertoni 776 c,"Moisés Bertoni 776 c, Asunción 001411, Paraguay",-25.2889406,-57.582642799999995,+595 972 300874,,5,1,False,Automation company
NeoSystem Paraguay,tech_companies,technology-digital,San Jose 352 c/ 15 De Mayo Fernando De La Mora Fernando de la Mora,"San Jose 352 c/ 15 De Mayo Fernando De La Mora Fernando de la Mora, 2300, Paraguay",-25.3298377,-57.566524599999994,+595 981 256797,https://neosystem.com.py/,5,1,True,Software company
TodoSoft Paraguay,tech_companies,technology-digital,Av. Aviadores del Chaco esq,"Av, Av. Aviadores del Chaco esq, Asunción, Paraguay",-25.2761742,-57.548349699999996,+595 976 564209,,5,1,False,Software company
SODEP S.A.,tech_companies,technology-digital,Belgica 839 c,"Belgica 839 c, Asunción 001409, Paraguay",-25.2907484,-57.5680938,+595 981 131694,http://www.sodep.com.py/,4.7,16,True,Software company
Globalizate Py (Desarrollo De Software),tech_companies,technology-digital,Justo David Bueno,"Justo David Bueno, Mariano Roque Alonso 111013, Paraguay",-25.2017965,-57.5453645,+595 972 663042,,4.8,4,False,Software company
Codium S.A./ Willdom Paraguay,tech_companies,technology-digital,Gonzalo Bulnes 830,"Gonzalo Bulnes 830, Asunción 001411, Paraguay",-25.2852435,-57.5783999,+595 971 631303,,4.7,24,False,Software company
Ingesoft - Paraguay,tech_companies,technology-digital,Dr. Cástulo Franco,"Dr. Cástulo Franco, Fernando de la Mora 110325, Paraguay",-25.3274628,-57.565627899999996,+595 981 507424,,4.9,17,False,Software company
Freelancers del Paraguay S.A.,tech_companies,technology-digital,Capitán Emeterio Miranda 643,"Capitán Emeterio Miranda 643, Asunción 001407, Paraguay",-25.295587899999997,-57.563615,+595 21 606 039,https://www.freelancer.com.py/,4.9,16,True,Software company
Centro De Desarrollo Sostenible S.A. (CDS),tech_companies,technology-digital,Paz del Chaco 3961 entre,"Paz del Chaco 3961 entre, Mayor Joel Estigarribia y, Asunción, Paraguay",-25.3011827,-57.549318899999996,,https://www.cds.com.py/,4.6,14,True,Corporate office
CODE100 - Sucursal Centro,tech_companies,technology-digital,Benjamin Constant 973,"Benjamin Constant 973, Asunción 001012, Paraguay",-25.2771305,-57.639752699999995,+595 992 460600,https://www.code100.com.py/,4.7,15,True,Software company
DefineTec,tech_companies,technology-digital,India &,"India &, Benza Carrera, Fernando de la Mora, Paraguay",-25.3113314,-57.5365587,+595 994 765325,https://www.definetec.com.py/,4.8,12,True,Software company
Infocenter SAE - Gold Partner de SAP en Paraguay,tech_companies,technology-digital,Av. España 2287,"Av. España 2287, Asunción 001207, Paraguay",-25.287127899999998,-57.5954785,+595 21 226 016,http://www.infocenter.com.py/,4.4,56,True,Software company
Alpha Software PY,tech_companies,technology-digital,Av Gral Máximo Santos 1647,"Av Gral Máximo Santos 1647, Asunción 1237, Paraguay",-25.309513799999998,-57.616119399999995,+595 994 209224,http://www.alphasoft.com.py/,5,1,True,Software company
The Derby S.R.L,tech_companies,technology-digital,Av. República Argentina 2087,"Av. República Argentina 2087, Asunción 001425, Paraguay",-25.312908099999998,-57.5874762,+595 21 338 2222,http://www.thederby.com.py/,4.7,26,True,Software company
Cast S.A.,tech_companies,technology-digital,Avenida Aviadores del Chaco Aviadores del Chaco 2806 y Cañada del Carmen Edificio Plaza Center Molas Lopez,"Avenida Aviadores del Chaco Aviadores del Chaco 2806 y Cañada del Carmen Edificio Plaza Center Molas Lopez, Asunción, Paraguay",-25.280992899999998,-57.5599048,+595 21 238 1100,https://www.cast.com.py/,4.6,62,True,Software company
Ehupi.com Desarrollo de Software Paraguay,tech_companies,technology-digital,Ciudad del Este,"Cnel. José J. Sanchez Ciudad del Este, 7000, Paraguay",-25.503953499999998,-54.6347053,+595 985 856072,https://ehupi.com/,,0,True,Software company
BS PARAGUAY S.A.,tech_companies,technology-digital,Ntra. Sra. de la Asunción 1087,"Ntra. Sra. de la Asunción 1087, Asunción 001102, Paraguay",-25.2891561,-57.6389715,+595 981 604196,http://www.bs.com.py/,5,8,True,Software company
Roshka,tech_companies,technology-digital,Automotor S.A. - Isuzu,"Automotor S.A. - Isuzu, Av. Gral. José Gervasio Artigas 2025, Asunción 001202, Paraguay",-25.269620099999997,-57.602631599999995,+595 981 184264,https://www.roshka.com/,4.8,78,True,Software company
Datasystems S.A.E.C.A.,tech_companies,technology-digital,Perú 1055 casi,"Perú 1055 casi, Asunción 001217, Paraguay",-25.2806465,-57.6160335,+595 21 213 347,https://www.data.com.py/,4.4,190,True,Software company
SSC S.R.L. - Software Consulting,tech_companies,technology-digital,N° 5453,"N° 5453, Ercilia López de Blomberg 5453 casi, Asunción 001420, Paraguay",-25.3110355,-57.5852435,+595 21 328 9540,http://www.ssc.com.py/,4.6,19,True,Software company
Kove S.A.,tech_companies,technology-digital,Edificio Recoleta Business Center Calle 23 de Octubre Nº 156 entre,"Edificio Recoleta Business Center Calle 23 de Octubre Nº 156 entre, Av. Mariscal López y, Asunción, Paraguay",-25.2896195,-57.588302899999995,+595 21 729 0900,https://www.kove.com.py/,4.7,20,True,Software company
MULTISOFT,tech_companies,technology-digital,México 1415,"México 1415, Asunción 1209, Paraguay",-25.2944259,-57.637081099999996,+595 972 281324,http://www.multisoft.com.py/,4,8,True,Software company
Nantes Veterinary Hospital,veterinarians,pets-animals,Comandante Salaskin 291 y,"Comandante Salaskin 291 y, Asunción 001411, Paraguay",-25.290721599999998,-57.582833099999995,+595 971 280025,https://www.facebook.com/NantesHospitalVeterinario/,4.7,3076,True,Veterinarian
Asuncion Pet,veterinarians,pets-animals,Av. Perú 730,"Av. Perú 730, Asunción 001220, Paraguay",-25.2933329,-57.6223653,+595 982 570001,https://beacons.ai/asuncionpet?fbclid=PAZXh0bgNhZW0CMTEAAabpqF-0XDOsBG_T4Z7Uedbejn04rqO8h-P3rQIu9eBxXdXU9AAVExzFNpU_aem_zHR9sdul3LMXT8IRKy6DZg,4.5,230,True,Veterinarian
VETCIA Centro Veterinario,veterinarians,pets-animals,Calle Cruz del Defensor 1750 e,"Calle Cruz del Defensor 1750 e, Mayor José Martí y, Asunción 001001, Paraguay",-25.3080695,-57.5864099,+595 984 723141,,4.5,243,False,Veterinarian
Centro Veterinario San Agustín,veterinarians,pets-animals,Av. Gral. José Gervasio Artigas 3930,"Av. Gral. José Gervasio Artigas 3930, Asunción 001519, Paraguay",-25.2560127,-57.5832449,+595 972 184057,,4.4,323,False,Veterinarian
Agroveterinaria Central S.R.L,veterinarians,pets-animals,Av. Dr. José Gaspar Rodriguez de Francia 1423,"Av. Dr. José Gaspar Rodriguez de Francia 1423, Asunción 1548, Paraguay",-25.297782899999998,-57.626815799999996,+595 21 214 914,https://linktr.ee/agroveterinariacentralpy,4.6,2416,True,Veterinarian
FAUNA TOWN - Casa Central,veterinarians,pets-animals,Av. Choferes Del Chaco 1449,"Av. Choferes Del Chaco 1449, Asunción 001414, Paraguay",-25.3028147,-57.5943481,+595 21 729 4545,http://www.agrofield.com.py/fauna-town/,4,374,True,Animal hospital
Loyal Centro Veterinario,veterinarians,pets-animals,Mayor Leandro Aponte,"Mayor Leandro Aponte, &, Asunción, Paraguay",-25.2760897,-57.550823199999996,+595 971 261766,,4.8,64,False,Veterinarian
AgroDog,veterinarians,pets-animals,MCG4+8WR,"MCG4+8WR, Curupay, Asunción 001424, Paraguay",-25.3241332,-57.592735499999996,+595 981 547306,http://www.agrodog.com/,4.1,370,True,Veterinarian
FAUNA TOWN - Paseo Galería,veterinarians,pets-animals,Av. Aviadores del Chaco 1998,"Av. Aviadores del Chaco 1998, Asunción 001410, Paraguay",-25.2838846,-57.5650827,+595 21 729 4545,,4.5,32,False,Animal hospital
La Quinta,veterinarians,pets-animals,PCGV+2MJ,"PCGV+2MJ, Asunción 001526, Paraguay",-25.274901699999997,-57.555847699999994,+595 984 933801,http://m.facebook.com/laquintaveterinaria,4.5,534,True,Animal hospital
Clínica Dr. Brown,veterinarians,pets-animals,Quesada 4421,"Quesada 4421, Asunción 001412, Paraguay",-25.2921995,-57.5863326,+595 981 504325,,4.6,77,False,Animal hospital
LARI VET,veterinarians,pets-animals,Chile 2299,"Chile 2299, Asunción 001104, Paraguay",-25.2979499,-57.645792799999995,+595 971 563241,,4.6,106,False,Veterinarian
Demovet Medicina Felina,veterinarians,pets-animals,De Las Palmeras esquina,"De Las Palmeras esquina, Asunción 001414, Paraguay",-25.3014363,-57.5894342,+595 982 134552,http://www.facebook.com/demovet,4.8,254,True,Veterinarian
Ferrer Centro Veterinario,veterinarians,pets-animals,Mcal Lopez 1123 entre,"J.M, Mcal Lopez 1123 entre, Gral. Mariano Melgarejo y, Asunción 1102, Paraguay",-25.2920631,-57.6132882,+595 983 972397,,4.8,73,False,Veterinarian
Clínica Veterinaria Tacuary,veterinarians,pets-animals,Tacuary 942,"Tacuary 942, Asunción 001219, Paraguay",-25.290935299999997,-57.6320299,+595 21 440 240,,4.7,718,False,Veterinarian
Guau Y Michi,veterinarians,pets-animals,P927+VGV,"P927+VGV, Asunción 001103, Paraguay",-25.297760699999998,-57.636188399999995,+595 981 430144,,4,288,False,Animal hospital
HVA HOSPITAL VETERINARIO,veterinarians,pets-animals,Dr. Antonio Bestard 576,"Dr. Antonio Bestard 576, Asunción 1420, Paraguay",-25.287084,-57.5854608,+595 982 516811,http://www.instagram.com/hva.py,4,46,True,Emergency veterinarian service
GreenVet,veterinarians,pets-animals,Mayor José Rosa Aranda,"Mayor José Rosa Aranda, Asunción 001418, Paraguay",-25.3113647,-57.563563599999995,+595 991 171194,,4.7,171,False,Veterinarian
Veterinaria LO DE ALFONSO,veterinarians,pets-animals,Futsal 88 N° 1593 e,"Futsal 88 N° 1593 e, Asunción 001525, Paraguay",-25.2682078,-57.562172399999994,+595 981 781332,,4.5,33,False,Emergency veterinarian service
BIENESTAR ANIMAL S.A,veterinarians,pets-animals,José Asunción Flores 3815,"José Asunción Flores 3815, Asunción 001229, Paraguay",-25.3058703,-57.6008152,+595 21 550 458,http://www.bienestaranimal.com.py/,4.5,182,True,Veterinary pharmacy
Veterinary Mr. Dog,veterinarians,pets-animals,MCHX+X87,"MCHX+X87, 10 de Julio 461, Fernando de la Mora 2300, Paraguay",-25.3201155,-57.551724,,,4.5,652,False,Veterinarian
Clínica Veterinaria PataVet,veterinarians,pets-animals,Paz del Chaco c/Capellanes Fernando de la Mora Sur,"Paz del Chaco c/Capellanes Fernando de la Mora Sur, 2300, Paraguay",-25.3539216,-57.5593892,+595 972 996216,,4.2,234,False,Animal hospital
Hospital Veterinario de la Facultad de Ciencias Veterinarias - UNA,veterinarians,pets-animals,MF8G+828,"MF8G+828, San Lorenzo 111421, Paraguay",-25.334204,-57.5249106,+595 21 591 361,http://www.vet.una.py/web/,4.5,772,True,Animal hospital
Servi Vet,veterinarians,pets-animals,Tajy Poty esquina Jazmín del paraguay Jazmín del Paraguay esquina Tajy Poty San Lorenzo,"Tajy Poty esquina Jazmín del paraguay Jazmín del Paraguay esquina Tajy Poty San Lorenzo, 1989, Paraguay",-25.3562846,-57.5352903,+595 994 343020,,4.1,57,False,Veterinarian
"Hospital Veterinario ""La Asuncion""",veterinarians,pets-animals,JFXQ+835,"JFXQ+835, Cdad. de Guatemala, Guatemala",14.648256,-90.5122517,+502 2232 5882,,4.6,188,False,Veterinarian
Clínica Veterinaria La Asunción,veterinarians,pets-animals,Carrer Antonio Brotons Pastor,"Carrer Antonio Brotons Pastor, 37, 03205 Elx, Alicante, Spain",38.270677299999996,-0.7125946,+34 966 67 00 43,https://www.clinicaveterinarialaasuncion.com/,4.8,602,True,Veterinarian
Veterinaria Asuncion Comas,veterinarians,pets-animals,Jr Asuncion 571 El Parral Comas,"Jr Asuncion 571 El Parral Comas, Lima, Peru",-11.9570376,-77.05574639999999,+51 986 689 786,http://veterinariaasuncion.pe/,4.7,192,True,Veterinarian
